participant_number,test_date,child_id,response_id,response_uuid,age_range,rounded_age,age,gender,lan_spoken,by_plant,by_lamp,trial_1,trial_1_correct_answer,trial_1_response,trial_1_score,trial_2,trial_2_correct_answer,trial_2_response,trial_2_score,trial_3,trial_3_correct_answer,trial_3_response,trial_3_score,trial_4,trial_4_correct_answer,trial_4_response,trial_4_score,trial_5,trial_5_correct_answer,trial_5_response,trial_5_score,trial_6,trial_6_correct_answer,trial_6_response,trial_6_score,total_score,notes,exclude,exclude_reason,notes
156,4/13/2024,Grannys_Gratitude_Stickers_20240413_13,208776,7e56c78f-572e-4af4-949b-84c44fcb5224,2922-3287,3090,8.47,female,en fr pes ml so,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_basketball_egg_correct_left_charlie,charlie,noah,0,exp7_apple_trashcan_correct_left_lily,lily,alex,0,2,,,,
157,4/13/2024,Grannys_Gratitude_Stickers_20240413_18,208824,00c98083-b95d-4c1c-94fa-45d4c9f840f6,2922-3287,3180,8.71,male,en fr,benji,harry,exp7_rock_wine_correct_right_billy,billy,amber,0,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,5,,,,
158,4/15/2024,Grannys_Gratitude_Stickers_20240415_10,209403,a8eb9cfb-52c0-4ef1-bc3b-72036ff87196,2922-3287,3120,8.55,male,en,benji,harry,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,6,,,,
159,4/15/2024,Grannys_Gratitude_Stickers_20240415_12,209428,d25f0bfc-762e-4efa-aa18-5f67a2376742,2922-3287,3210,8.79,male,en so,benji,harry,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,6,,,,
160,4/16/2024,Grannys_Gratitude_Stickers_20240416_6,209781,bcdcbb7f-ef27-4d1a-bc82-8bfbc5aea742,2922-3287,3270,8.96,female,en so,benji,harry,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,6,,,,
161,4/17/2024,Grannys_Gratitude_Stickers_20240417_10,210082,6b96074c-b68d-4a46-b21d-f69412dbb80b,2922-3287,2970,8.14,male,en,benji,harry,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,6,,,,
162,4/17/2024,Grannys_Gratitude_Stickers_20240417_14,210104,ee11340d-3b2b-4507-81ee-f4f6c6096af0,2922-3287,2970,8.14,female,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bear_water_correct_left_vicky,vicky,connor,0,5,,,,
163,4/27/2024,Grannys_Gratitude_Stickers_20240427_6,212436,e408dcc8-f5a2-4955-a801-f9ee88a1bce9,2922-3287,3180,8.71,male,en,benji,harry,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_rock_wine_correct_left_amber,amber,amber,1,6,,,,
164,4/27/2024,Grannys_Gratitude_Stickers_20240427_7,212453,30d29626-b5ff-4581-948a-ebf7ed78859a,2922-3287,3240,8.88,female,en,benji,harry,exp7_bear_water_correct_left_vicky,vicky ,vicky ,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,6,,,,
165,4/29/2024,Grannys_Gratitude_Stickers_20240429_2,212850,e1d23d55-9594-4434-a525-ceeba8de53a6,2922-3287,2940,8.05,male,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_rock_wine_correct_right_billy,billy,billy,1,6,,,,
166,4/29/2024,Grannys_Gratitude_Stickers_20240429_5,212914,4ed989ed-54f7-4290-bd00-11d6e9a1faca,2922-3287,3120,8.55,female,en so ,benji,harry,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_basketball_egg_correct_right_noah,noah,charlie,0,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_rock_wine_correct_right_billy,billy,amber,0,1,,,,
167,4/30/2024,Grannys_Gratitude_Stickers_20240430_6,213141,b50793e2-b1d6-4776-8f47-89b381245227,2922-3287,3150,8.63,male,en es,benji,harry,exp7_bear_water_correct_left_vicky,vicky ,connor,0,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_glass_beanbag_correct_left_emily,emily,lucas,0,exp7_rock_wine_correct_right_billy,billy,billy,1,3,,,,
168,5/1/2024,Grannys_Gratitude_Stickers_20240501_1,213201,04ff4097-9aea-4931-9988-ea5d54c7b911,2922-3287,3210,8.79,female,en so,benji,harry,exp7_basketball_egg_correct_right_noah,noah,charlie,0,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,3,,,,
169,5/1/2024,Grannys_Gratitude_Stickers_20240501_6,213289,76a51b93-d20b-42f5-80d0-40c59ae78a59,2922-3287,2940,8.05,female,en,benji,harry,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,5,,,,
170,5/1/2024,Grannys_Gratitude_Stickers_20240501_7,213290,e55b0ea8-23ac-457b-a904-8876ecaca847,2922-3287,2970,8.14,male,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bear_water_correct_right_connor,connor,connor,1,6,,,,
171,5/3/2024,Grannys_Gratitude_Stickers_20240503_1,213544,e39ca969-b640-46ed-80c1-b34bdaee768a,2922-3287,3120,8.55,female,en he,benji,harry,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,6,,,,
172,5/5/2024,Grannys_Gratitude_Stickers_20240505_4,213952,a3b54e27-18be-4eb3-b6ac-39beb1cafa16,2922-3287,3060,8.38,female,en nl so,benji,harry,exp7_basketball_egg_correct_right_noah,noah,right,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,6,,,,
173,5/5/2024,Grannys_Gratitude_Stickers_20240505_8,213986,fb510346-52e4-43be-b399-ac5087bd08e9,2922-3287,3000,8.22,male,en,benji,harry,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bear_water_correct_left_vicky,vicky,connor,0,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_glass_beanbag_correct_left_emily,emily,lucas,0,3,,,,
174,5/5/2024,Grannys_Gratitude_Stickers_20240505_10,214000,c504ed35-7acd-433e-8c0e-353eb38e5572,2922-3287,2970,8.14,female,en cmn,benji,harry,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,6,,,,
175,5/8/2024,Grannys_Gratitude_Stickers_20240508_4,214772,c67d2f68-cfcd-4cac-8c06-f1e3db8bd3a7,2922-3287,3240,8.88,male,en,benji,harry,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,6,,,,
176,5/9/2014,Grannys_Gratitude_Stickers_20240509_5,215005,cdae54a8-e0b4-4d1b-a243-7d9f872b3d83,2922-3287,3180,8.71,male,en hi es te,benji,harry,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_left_jessie,jessie,caleb,0,5,,,,
177,6/20/2014,Grannys_Gratitude_Stickers_20240620_8,225569,3cae4473-4048-467e-81e9-3a4335e086f4,2922-3287,3000,8.22,male,en,benji,harry,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,6,,,,
178,6/20/2014,Grannys_Gratitude_Stickers_20240620_12,225693,497f748d-991e-4ac5-a1ef-fb143492e62a,2922-3287,3240,8.88,male,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_rock_wine_correct_right_billy,billy,billy,1,6,,,,
179,6/21/2014,Grannys_Gratitude_Stickers_20240621_6,225873,71468fae-ae32-4932-876c-74464d2c3761,2922-3287,3270,8.96,female,en,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,neither,0,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,5,,,,
180,6/22/2014,Grannys_Gratitude_Stickers_20240622_5,226158,35c9e9c3-5fff-4065-9d6a-30be32d1583a,2922-3287,3150,8.63,female,en,benji,harry,exp7_basketball_egg_correct_left_charlie,charlie ,charlie ,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bear_water_correct_right_connor,connor,connor,1,6,,,,
181,4/11/2024,Grannys_Gratitude_Stickers_20240411_5,208226,a26cc2ef-a83a-49be-9d69-54003592beb9,3287-3652,3600,9.86,female,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,4,,,,
182,4/11/2024,Grannys_Gratitude_Stickers_20240411_13,208292,9586623c-1efd-4f4d-8eb6-91a1a9a28ee9,3287-3652,3600,9.86,male,en,benji,harry,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_basketball_egg_correct_right_noah,noah,charlie,0,5,,,,
183,4/11/2024,Grannys_Gratitude_Stickers_20240411_18,208336,9f0265ed-0177-4b2a-8066-5915eab74eed,3287-3652,3420,9.37,male,en,benji,harry,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,6,,,,
184,4/12/2024,Grannys_Gratitude_Stickers_20240412_5,208552,0f9ec819-24fe-47bf-8f96-bb700eba6057,3287-3652,3570,9.78,male,en ur,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_basketball_egg_correct_right_noah,noah,charlie,0,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_rock_wine_correct_right_billy,billy,billy,1,5,,,,
185,4/12/2024,Grannys_Gratitude_Stickers_20240412_7,208572,51c725bc-3dc1-41f0-bae5-d232239af36c,3287-3652,3600,9.86,male,en,benji,harry,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bear_water_correct_right_connor,connor,connor,1,6,,,,
186,4/12/2024,Grannys_Gratitude_Stickers_20240412_11,208598,ae88eca8-a635-480f-9172-461a9bf889fb,3287-3652,3570,9.78,male,en,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_left_lily,lily,alex,0,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,5,,,,
187,4/13/2024,Grannys_Gratitude_Stickers_20240413_4,208712,4cdc93af-5047-4328-bc1c-204e0f7cb22a,3287-3652,3300,9.04,male,en so,benji,harry,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,6,,,,
188,4/13/2024,Grannys_Gratitude_Stickers_20240413_24,208870,d1bbc14f-3dda-4637-b3fc-dcc9d5347207,3287-3652,3330,9.12,female,en,benji,harry,exp7_rock_wine_correct_right_billy,billy,amber,0,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,5,,,,
189,4/14/2024,Grannys_Gratitude_Stickers_20240414_6,209119,fb506ac9-b8a9-4209-82bf-0ff09753e9ff,3287-3652,3390,9.29,male,en cmn,benji,harry,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,6,rockstar,,,
190,4/14/2024,Grannys_Gratitude_Stickers_20240414_7,209186,2ff52fc3-d17a-46e5-ab6b-27568ad12c64,3287-3652,3300,9.04,female,en ja cmn es,benji,harry,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,6,,,,
191,4/15/2024,Grannys_Gratitude_Stickers_20240415_4,209262,e05ff4e2-0367-4dde-ab84-8de40254a685,3287-3652,3450,9.45,female,en,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_rock_wine_correct_right_billy,billy,billy,1,6,,,,
192,4/15/2024,Grannys_Gratitude_Stickers_20240415_8,209387,0ee7e362-378d-4810-af0b-60862ad4112a,3287-3652,3450,9.45,female,en,benji,harry,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,6,,,,
193,4/16/2024,Grannys_Gratitude_Stickers_20240416_4,209772,368b9a1b-d884-4b62-be4a-aee8985815df,3287-3652,3390,9.29,male,en ro so,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,6,,,,
194,4/17/2024,Grannys_Gratitude_Stickers_20240417_1,209881,bbfba2ae-a3e1-4141-a67e-a7955e4cfa8e,3287-3652,3420,9.37,female,en,benji,harry,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bear_water_correct_right_connor,connor,connor,1,6,rockstar,,,
195,4/17/2024,Grannys_Gratitude_Stickers_20240417_8,210046,b87c4c78-5558-419d-a974-a1fc87d8d32b,3287-3652,3360,9.21,female,unsure,benji,harry,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,6,,,,
196,4/17/2024,Grannys_Gratitude_Stickers_20240417_20,210160,20dcaaac-d9f9-4ec9-9408-665f96612131,3287-3652,3300,9.04,female,em ur,benji,harry,exp7_rock_wine_correct_left_amber,amber,billy,0,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_basketball_egg_correct_right_noah,noah,noah,1,3,,,,
197,4/26/2024,Grannys_Gratitude_Stickers_20240426_4,212224,c6c23f9c-c93c-4a00-a34a-5fe05e848e85,3287-3652,3330,9.12,female,en ja,benji,harry,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,6,,,,
198,4/27/2024,Grannys_Gratitude_Stickers_20240427_10,212499,2e23093a-0962-44a0-a43c-986f46096216,3287-3652,3450,9.45,male,en ,benji,harry,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,6,,,,
199,4/30/2024,Grannys_Gratitude_Stickers_20240430_4,213107,93f67e63-eb2b-4728-b195-9f7f422699d3,3287-3652,3630,9.95,male,en,benji,harry,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_apple_trashcan_correct_left_lily,lily,lily (left),1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb (right),1,6,,,,
200,5/2/2024,Grannys_Gratitude_Stickers_20240502_2,213472,5e96a82d-0d90-4d14-8e75-33ded3a51a15,3287-3652,3300,9.04,male,en he ,benji,harry,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,6,,,,
201,5/2/2024,Grannys_Gratitude_Stickers_20240502_4,213510,a2ea0b9d-bbb2-46cc-897b-893531703a22,3287-3652,3390,9.29,female,en,benji,harry,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_rock_wine_correct_right_billy,billy,billy,1,6,,,,
202,5/5/2024,Grannys_Gratitude_Stickers_20240505_7,213963,831bc9d3-9e7a-4dc5-a1b2-356d236a50da,3287-3652,3450,9.45,male,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,6,,,,
203,5/6/2024,Grannys_Gratitude_Stickers_20240506_8,214185,0ff6ea47-a302-4bf0-a617-384aa80c821d,3287-3652,3600,9.86,female,en ur,benji,harry,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_rock_wine_correct_right_billy,billy,amber,0,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,5,,,,
204,5/7/2024,Grannys_Gratitude_Stickers_20240507_5,214484,72c471fa-f43f-4987-ba44-06f770780fdd,3287-3652,3570,9.78,male,en he ,benji,harry,exp7_rock_wine_correct_left_amber,amber,left,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,6,,,,
205,5/8/2024,Grannys_Gratitude_Stickers_20240508_2,214752,16d31f2d-ae13-4a99-b175-720e4af7d827,3287-3652,3360,9.21,male,en,benji,harry,exp7_rock_wine_correct_left_amber,amber,billy,0,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_bear_water_correct_left_vicky,vicky,connor,0,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_basketball_egg_correct_right_noah,noah,charlie,0,3,,,,
206,5/8/2024,Grannys_Gratitude_Stickers_20240508_5,214776,9b659f08-3210-4054-b613-3657d05f54ce,3287-3652,3360,9.21,female,en so,benji,harry,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bear_water_correct_left_vicky,vicky,connor,0,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,3,,,,
207,5/9/2024,Grannys_Gratitude_Stickers_20240509_2,214829,fd4c7cd6-3f3a-4304-965a-829ec82234dd,3287-3652,3300,9.04,male,en hi,benji,harry,exp7_apple_trashcan_correct_left_lily,lily,alex,0,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,4,,,,
